  @queenbee	NIL647
Rabindranath Tagore	http://dbpedia.org/resource/Rabindranath_Tagore
Rachael_Hodges	http://dbpedia.org/resource/Rachael_Bland
RachelleAlexa	NIL649
Rachy_Erin	NIL650
RadioAmbridge	NIL990
RadioAmbridge	http://dbpedia.org/resource/Ambridge_Extra
Rahul Gandhi	http://dbpedia.org/resource/Rahul_Gandhi
Raiders	http://dbpedia.org/resource/Oakland_Raiders
RainforestKityy	NIL214
Ramadan	http://dbpedia.org/resource/Ramadan
RamadanMassacre	http://dbpedia.org/resource/Siege_of_Hama_(2011)
Rambo	NIL2
Rambo	http://dbpedia.org/resource/John_Rambo
Ramos	http://dbpedia.org/resource/Humberto_Ramos
Rams	http://dbpedia.org/resource/St._Louis_Rams
Ramsey	http://dbpedia.org/resource/Ramsey_Abbey
Ramsgate	http://dbpedia.org/resource/Ramsgate
Randy Moss	http://dbpedia.org/resource/Randy_Moss
Rangers	http://dbpedia.org/resource/Rangers_F.C.
Rangers	http://dbpedia.org/resource/Texas_Rangers_(baseball)
Ratatouille	http://dbpedia.org/resource/Ratatouille_(film)
RausaV	NIL652
Ravens	http://dbpedia.org/resource/Baltimore_Ravens
Ravens S	http://dbpedia.org/resource/Baltimore_Ravens
RayWJ	http://dbpedia.org/resource/Ray_William_Johnson
Rayn	NIL653
Rays	http://dbpedia.org/resource/Tampa_Bay_Rays
Real Madrid	http://dbpedia.org/resource/Real_Madrid_C.F.
RealBobMortimer	http://dbpedia.org/resource/Bob_Mortimer
Reality TV	http://dbpedia.org/resource/Reality_television
Rebecca Black	http://dbpedia.org/resource/Rebecca_Black
Rebecca Brooks	http://dbpedia.org/resource/Rebekah_Brooks
Rebecca brooks	http://dbpedia.org/resource/Rebekah_Brooks
Rebecka Schumann	NIL215
Rebekah Brooks	http://dbpedia.org/resource/Rebekah_Brooks
RecruitGal	NIL991
Red	http://dbpedia.org/resource/Reds_(film)
Red Bull	http://dbpedia.org/resource/Red_Bull_Racing
Red Cross	http://dbpedia.org/resource/International_Red_Cross_and_Red_Crescent_Movement
Red House	NIL65
Red Sox	http://dbpedia.org/resource/Boston_Red_Sox
RedAppleTweets	NIL98
Redbox	http://dbpedia.org/resource/Redbox
Redbull	http://dbpedia.org/resource/Red_Bull
RedlandCity	http://dbpedia.org/resource/Redland_City
RedondoMusicNL	NIL229
Redryan81	NIL216
Reds	http://dbpedia.org/resource/Cincinnati_Reds
Redskins	http://dbpedia.org/resource/Washington_Redskins
Reeves	NIL659
Refugees	http://dbpedia.org/resource/United_Nations_High_Commissioner_for_Refugees
Regina George	http://dbpedia.org/resource/Regina_George
Reid	http://dbpedia.org/resource/Harry_Reid
ReinisNitissRX	http://dbpedia.org/resource/Reinis_Nitišs
RelationGoaIs	NIL992
Rem_ii	NIL660
Renault	http://dbpedia.org/resource/Renault
RenoPassani	NIL661
Reno_Tahoe_Open	http://dbpedia.org/resource/Reno-Tahoe_Open
Respect for Marriage Act	http://dbpedia.org/resource/Respect_for_Marriage_Act
Reuben	NIL662
Reus	http://dbpedia.org/resource/Marco_Reus
Reuters	http://dbpedia.org/resource/Reuters
ReutersWorld	NIL993
RevRunWisdom	NIL217
RevRunWisdom	http://dbpedia.org/resource/Joseph_Simmons
ReveredTeey	NIL663
Revis24	http://dbpedia.org/resource/Darrelle_Revis
Revolutionary Suicide	http://dbpedia.org/resource/Revolutionary_Suicide
Ria	NIL664
Rice Krispy	http://dbpedia.org/resource/Rice_Krispies
Richard Bach	http://dbpedia.org/resource/Richard_Bach
Richard Bowes	http://dbpedia.org/resource/Richard_Bowes
Richard Dent	http://dbpedia.org/resource/Richard_Dent
Richard Harris	http://dbpedia.org/resource/Richard_Harris
Richard Mannington Bowes	NIL218
RichardMcNamara	http://dbpedia.org/resource/Richard_McNamara
RichieFirth	http://dbpedia.org/resource/Richie_Firth
Rick Perry	http://dbpedia.org/resource/Rick_Perry
Rick Ross	http://dbpedia.org/resource/Rick_Ross
RickPerry	http://dbpedia.org/resource/Rick_Perry
RickWarren	http://dbpedia.org/resource/Rick_Warren
Rico Suave	http://dbpedia.org/resource/Rico_Suave_(song)
Ridgefield	http://dbpedia.org/resource/Ridgefield,_Connecticut
RifatJawaid	NIL667
RinglingBros	http://dbpedia.org/resource/Ringling_Bros._and_Barnum_&_Bailey_Circus
Rio	http://dbpedia.org/resource/Rio_Ferdinand
Rio	http://dbpedia.org/resource/Rio_de_Janeiro
Riotcleanup	NIL308
Riots	http://dbpedia.org/resource/2011_England_riots
Rise of the Planet of the Apes	http://dbpedia.org/resource/Rise_of_the_Planet_of_the_Apes
Ritchie Coliseum	http://dbpedia.org/resource/Ritchie_Coliseum
Riteishd	http://dbpedia.org/resource/Riteish_Deshmukh
RiverMarket	http://dbpedia.org/resource/River_Market,_Kansas_City
Riverboy15	NIL668
Rivers United	NIL40
RoamingLibero	NIL669
RobDoofus	NIL670
Robbie	NIL230
Robbie Keane	http://dbpedia.org/resource/Robbie_Keane
Robbie9Fowler	http://dbpedia.org/resource/Robbie_Fowler
Robert Gallery	http://dbpedia.org/resource/Robert_Gallery
Robert Menendez	http://dbpedia.org/resource/Bob_Menendez
Robert Smith	http://dbpedia.org/resource/Robert_Smith
RobertAlai	http://dbpedia.org/resource/Robert_Alai
Roberta Vinci	http://dbpedia.org/resource/Roberta_Vinci
Roberto	NIL672
Roberto Di Matteo	http://dbpedia.org/resource/Roberto_Di_Matteo
Robin van Persie	http://dbpedia.org/resource/Robin_van_Persie
RobinHoodtax	http://dbpedia.org/resource/Robin_Hood_tax
Roc_Star_Don	NIL674
Rock in Rio	http://dbpedia.org/resource/Rock_in_Rio
Rocky Road	http://dbpedia.org/resource/Rocky_road_(ice_cream)
Rod Stewart	http://dbpedia.org/resource/Rod_Stewart
Rodin	http://dbpedia.org/resource/Auguste_Rodin
Roger	NIL676
Roger Cheng	http://dbpedia.org/resource/Roger_Chang
Rogers	http://dbpedia.org/resource/Sportsnet
RogersCup	http://dbpedia.org/resource/2011_Rogers_Cup
RogueAles	http://dbpedia.org/resource/Rogue_Ales
Rolls-Royce	http://dbpedia.org/resource/Rolls-Royce_Holdings
Romans	http://dbpedia.org/resource/Epistle_to_the_Romans
Rome	http://dbpedia.org/resource/Rome
Romeo and Juliet	http://dbpedia.org/resource/Romeo_and_Juliet
Romulo	NIL678
Ron	http://dbpedia.org/resource/Ron_Weasley
Ron Burke	http://dbpedia.org/resource/Ron_Burke_(sportscaster)
Ron Weasley	http://dbpedia.org/resource/Ron_Weasley
Ronaldo	http://dbpedia.org/resource/Cristiano_Ronaldo
Rosberg	http://dbpedia.org/resource/Nico_Rosberg
Rosen Law Firm	http://dbpedia.org/resource/Rose_Law_Firm
Rosicky	http://dbpedia.org/resource/Tomáš_Rosický
Roslindale	http://dbpedia.org/resource/Roslindale
Ross Kemp	http://dbpedia.org/resource/Ross_Kemp
Roth	http://dbpedia.org/resource/Matt_Roth
Rotherham	http://dbpedia.org/resource/Rotherham
Rottnest Island	http://dbpedia.org/resource/Rottnest_Island
Rouhani	NIL681
Rouhani	http://dbpedia.org/resource/Hassan_Rouhani
Rovio	http://dbpedia.org/resource/Rovio_Entertainment
Roy Keane	http://dbpedia.org/resource/Roy_Keane
Royal Dutch Shell	http://dbpedia.org/resource/Royal_Dutch_Shell
Royce	http://dbpedia.org/resource/Josiah_Royce
Rscharper63	NIL221
Rudolph	http://dbpedia.org/resource/Rudolph_the_Red-Nosed_Reindeer
Rugby	http://dbpedia.org/resource/Rugby,_Warwickshire
Rugby	http://dbpedia.org/resource/Rugby_football
Rugrats	http://dbpedia.org/resource/Rugrats
Rupert	http://dbpedia.org/resource/Rupert_(TV_series)
Rupert	http://dbpedia.org/resource/Rupert_Grint
Rupert	http://dbpedia.org/resource/Rupert_Murdoch
Rupert Grint	http://dbpedia.org/resource/Rupert_Grint
Rupert Murdoch	http://dbpedia.org/resource/Rupert_Murdoch
Rusev	http://dbpedia.org/resource/Alexander_Rusev
Russ Jones	NIL685
Russell Blaylock	http://dbpedia.org/resource/Russell_Blaylock
Russia	http://dbpedia.org/resource/Russia
Russian	http://dbpedia.org/resource/Russians
RuthlessPE	NIL234
Rwa	http://dbpedia.org/resource/Rwanda
Rwandan	NIL1073
Rwandan	http://dbpedia.org/resource/Rwanda
Ryan Longwell	http://dbpedia.org/resource/Ryan_Longwell
RyanSeacrest	http://dbpedia.org/resource/Ryan_Seacrest
Ryder	http://dbpedia.org/resource/Zack_Ryder
Rye Hill Road	NIL57
Ryeo Wook	http://dbpedia.org/resource/Kim_Ryeowook
S 63 AMG Coupe	NIL296
S Club 7	http://dbpedia.org/resource/S_Club
S&P	NIL10030
S&P 500	http://dbpedia.org/resource/S&P_500
S'gor MB	http://dbpedia.org/resource/Abdul_Khalid_Ibrahim
S. Korea	http://dbpedia.org/resource/South_Korea
S65	http://dbpedia.org/resource/Mercedes-Benz_W221
SAIDYOUSIF	NIL223
SAINTS	http://dbpedia.org/resource/New_Orleans_Saints
SAN FRANCISCO	http://dbpedia.org/resource/San_Francisco
SB	http://dbpedia.org/resource/Santa_Barbara,_California
SB Nation	http://dbpedia.org/resource/SB_Nation
SBJLizMullen	NIL230
SBSNews	http://dbpedia.org/resource/SBS_World_News
SC	http://dbpedia.org/resource/South_Carolina
SCAF	http://dbpedia.org/resource/Supreme_Council_of_the_Armed_Forces
SCVIndy	NIL998
SDSU	http://dbpedia.org/resource/San_Diego_State_University
SECJPN	NIL310
SEDemers23	NIL232
SEMLEP	NIL1002
SEO	http://dbpedia.org/resource/Search_engine_optimization
SETI	http://dbpedia.org/resource/Search_for_extraterrestrial_intelligence
SFGiants	http://dbpedia.org/resource/San_Francisco_Giants
SFPD	http://dbpedia.org/resource/San_Francisco_Police_Department
SHANGHAI	http://dbpedia.org/resource/Shanghai
SHGames	NIL1005
SK Tel	http://dbpedia.org/resource/SK_Telecom
SKEPTA	http://dbpedia.org/resource/Skepta
SKODA Octavia	http://dbpedia.org/resource/Škoda_Octavia
SLAMnewswire	http://dbpedia.org/resource/SLAM_Magazine
SLAMonline.com	http://dbpedia.org/resource/SLAM_Magazine
SMEs	http://dbpedia.org/resource/Small_and_medium_enterprises
SNL	http://dbpedia.org/resource/Saturday_Night_Live
SNSD	NIL42
SPL	http://dbpedia.org/resource/Scottish_Premier_League
SRIRAMChannel	NIL1013
SSN	http://dbpedia.org/resource/Sky_Sports_News
STATS_MLB	NIL43
STS-135	http://dbpedia.org/resource/STS-135
STVGlasgow	http://dbpedia.org/resource/STV_Glasgow
SUPhannah	NIL745
SURREY	http://dbpedia.org/resource/Surrey
SVU	http://dbpedia.org/resource/Law_&_Order:_Special_Victims_Unit
SWAT	http://dbpedia.org/resource/SWAT
SYP	http://dbpedia.org/resource/South_Yorkshire_Police
SYRIA	http://dbpedia.org/resource/Syria
SachaWild11	NIL687
Sadr City	http://dbpedia.org/resource/Sadr_City
SafaricomLtd	http://dbpedia.org/resource/Safaricom
SagalMahamud	NIL688
Sagittarius	http://dbpedia.org/resource/Sagittarius_(astrology)
Sainsbury's	NIL10001
Sainsbury's	http://dbpedia.org/resource/Sainsbury's
Sainsburys	NIL10001
Saint-Germain	http://dbpedia.org/resource/Paris_Saint-Germain_F.C.
Saints	http://dbpedia.org/resource/New_Orleans_Saints
Saints	http://dbpedia.org/resource/Southampton_F.C.
SaintsRugby	http://dbpedia.org/resource/Northampton_Saints
Saintsman99	NIL689
Sainz	http://dbpedia.org/resource/Carlos_Sainz,_Jr.
Sainz Jr	http://dbpedia.org/resource/Carlos_Sainz,_Jr.
Sainz Jr.	http://dbpedia.org/resource/Carlos_Sainz,_Jr.
Salden Chase	http://dbpedia.org/resource/Newton_Longville
Salford	http://dbpedia.org/resource/City_of_Salford
Salim Idriss	http://dbpedia.org/resource/Salim_Idris
SalmanAhmed485	NIL235
SalmanAhmed485	NIL690
Salmonella	http://dbpedia.org/resource/Salmonella
Sam	NIL691
Sam Bradford	http://dbpedia.org/resource/Sam_Bradford
Sam Houston	http://dbpedia.org/resource/Sam_Houston_State_University
Sam smith	http://dbpedia.org/resource/Sam_Smith_(singer)
Sam walker	http://dbpedia.org/resource/Sam_Walker_(footballer)
SamCarvalho	NIL225
Samads_Wife	NIL224
Samantha	http://dbpedia.org/resource/Samantha_Lewthwaite
Samantha Power	http://dbpedia.org/resource/Samantha_Power
Samsung Galaxy Tab	http://dbpedia.org/resource/Samsung_Galaxy_Tab_series
Samuraibetty	NIL694
San Diego	http://dbpedia.org/resource/San_Diego
San Francisco	http://dbpedia.org/resource/San_Francisco
San Francisco Business Times	http://dbpedia.org/resource/American_City_Business_Journals
San Francisco Transit	http://dbpedia.org/resource/San_Francisco_Municipal_Railway
San Jose	http://dbpedia.org/resource/San_Jose,_California
Sanaullah	NIL695
Sand	http://dbpedia.org/resource/Sand
SandeepUnnithan	NIL696
Sanders	http://dbpedia.org/resource/Bernie_Sanders
Sannecant	http://dbpedia.org/resource/Sanne_Cant
Sanogo	http://dbpedia.org/resource/Yaya_Sanogo
Santa Clara	http://dbpedia.org/resource/Santa_Clara,_Cuba
Santa FE St	NIL58
Santander	http://dbpedia.org/resource/Santander_Group
Santiago Bernabeu	http://dbpedia.org/resource/Santiago_Bernabéu_Stadium
Santiago Casilla	http://dbpedia.org/resource/Santiago_Casilla
Santonio Holmes	http://dbpedia.org/resource/Santonio_Holmes
Saprissa	http://dbpedia.org/resource/Deportivo_Saprissa
Sara	NIL697
SarahBoydH	NIL226
SarahSmith61711	NIL227
Sarin	http://dbpedia.org/resource/Sarin
Sartre	http://dbpedia.org/resource/Jean-Paul_Sartre
Sasha Azevedo	NIL228
Sasha Vujacic	http://dbpedia.org/resource/Sasha_Vujačić
Saskatchewan	http://dbpedia.org/resource/Saskatchewan
Sauber	NIL99
Saudi	http://dbpedia.org/resource/Saudi_Arabia
Saudi Arabian	NIL1074
Saul #Alvarez	http://dbpedia.org/resource/Saúl_Álvarez
SazzleHooper	NIL700
Schrock	http://dbpedia.org/resource/Stephan_Schröck
Science_Factoid	NIL297
Scooter	http://dbpedia.org/resource/Scooter_Braun
Scorpio	http://dbpedia.org/resource/Scorpio_(astrology)
ScorpioSeason	NIL309
Scorpios	http://dbpedia.org/resource/Scorpio_(astrology)
Scot	http://dbpedia.org/resource/Scot_Shields
Scotland	http://dbpedia.org/resource/Scotland
Scotland	http://dbpedia.org/resource/Scotland_Yard
Scotland Yard	http://dbpedia.org/resource/Scotland_Yard
Scott Piercy	http://dbpedia.org/resource/Scott_Piercy
Scott Walker	http://dbpedia.org/resource/Scott_Walker_(politician)
Scottish	http://dbpedia.org/resource/Scottish_people
Scottish Power	http://dbpedia.org/resource/Scottish_Power
Scottish Premier League	http://dbpedia.org/resource/Scottish_Premier_League
Scottish and Southern	http://dbpedia.org/resource/SSE_plc
ScottyMcCreery	http://dbpedia.org/resource/Scotty_McCreery
Scrabble	http://dbpedia.org/resource/Scrabble
Scrabble Champ	http://dbpedia.org/resource/World_Scrabble_Championship
SeaWorld	http://dbpedia.org/resource/SeaWorld
Seahawk	http://dbpedia.org/resource/Seattle_Seahawks
Seahawks	http://dbpedia.org/resource/Seattle_Seahawks
Seal Team Six	http://dbpedia.org/resource/SEAL_Team_Six
Sean Abbot	http://dbpedia.org/resource/Sean_Abbott
Sean Abbott	http://dbpedia.org/resource/Sean_Abbott
Sean Bean	http://dbpedia.org/resource/Sean_Bean
Sean Hoare	http://dbpedia.org/resource/Sean_Hoare
Sean Kingston	http://dbpedia.org/resource/Sean_Kingston
Seaside Park	http://dbpedia.org/resource/Seaside_Park,_New_Jersey
Seattle	http://dbpedia.org/resource/Seattle
Seattle	http://dbpedia.org/resource/Seattle_Seahawks
Seaworld	http://dbpedia.org/resource/SeaWorld
Seaworld	http://dbpedia.org/resource/SeaWorld_San_Diego
Second World War	http://dbpedia.org/resource/World_War_II
Secret Service	http://dbpedia.org/resource/United_States_Secret_Service
SecuLawyer	NIL1001
SecuLawyer	NIL237
SeddonMartin	NIL238
Sehr	http://dbpedia.org/resource/Suhoor
Selangor	http://dbpedia.org/resource/Selangor
Selangor government	http://dbpedia.org/resource/Selangor
Selena	http://dbpedia.org/resource/Selena_Gomez
Selly Oak	http://dbpedia.org/resource/Selly_Oak
Senate	http://dbpedia.org/resource/United_States_Senate
Senate Intelligence Committee	http://dbpedia.org/resource/United_States_Senate_Select_Committee_on_Intelligence
SenatorReid	http://dbpedia.org/resource/Harry_Reid
Seoul	http://dbpedia.org/resource/Seoul
SeppBlatter	http://dbpedia.org/resource/Sepp_Blatter
Sept11Victims	NIL1003
Serbian	http://dbpedia.org/resource/Serbians
Sergio Aguero	http://dbpedia.org/resource/Sergio_Agüero
Serigo Aguero	http://dbpedia.org/resource/Sergio_Agüero
Severus	http://dbpedia.org/resource/Severus_Snape
Severus Snape	http://dbpedia.org/resource/Severus_Snape
Sewindiva	NIL233
Shadows of the Damned	http://dbpedia.org/resource/Shadows_of_the_Damned
Shakespeare	http://dbpedia.org/resource/William_Shakespeare
Shankley	http://dbpedia.org/resource/Bill_Shankly
Shaun_Mahony	NIL705
Shay Given	http://dbpedia.org/resource/Shay_Given
Shazam	http://dbpedia.org/resource/Shazam_(service)
She Makes Me Wanna	http://dbpedia.org/resource/She_Makes_Me_Wanna
SheWore	NIL1004
SheWore	NIL298
SheWore	NIL31
Shedcade	NIL707
Sheehey	http://dbpedia.org/resource/Will_Sheehey
Sheffield	http://dbpedia.org/resource/Sheffield
Sheffield city centre	http://dbpedia.org/resource/Sheffield_City_Centre
Sheldon	NIL708
Shell	http://dbpedia.org/resource/Royal_Dutch_Shell
Shellie Zimmerman	NIL709
Shera	NIL235
Sherlock	http://dbpedia.org/resource/Sherlock_(TV_series)
Sherman Oaks	http://dbpedia.org/resource/Sherman_Oaks,_Los_Angeles
Shetland	http://dbpedia.org/resource/Shetland
Shia	http://dbpedia.org/resource/Shia_Islam
Shiite	http://dbpedia.org/resource/Shia_Islam
ShimanoMTB	NIL1006
Shipwreck	http://dbpedia.org/resource/Shipwreck
Shlazam	NIL710
Shuhardi Mat Isa	http://dbpedia.org/resource/Nasharudin_Mat_Isa
Shuttle	http://dbpedia.org/resource/Space_Shuttle
Siberian Khatru	http://dbpedia.org/resource/Siberian_Khatru
Sierra Nevada	http://dbpedia.org/resource/Sierra_Nevada_(U.S.)
Sikh	http://dbpedia.org/resource/Sikh
SilvBerlusconi	http://dbpedia.org/resource/Silvio_Berlusconi
Simon	NIL713
Simoncelli	http://dbpedia.org/resource/Marco_Simoncelli
Simran Edwin	NIL716
Sindh	http://dbpedia.org/resource/Sindh
Sirius XM	http://dbpedia.org/resource/Sirius_XM_Radio
Skechers	http://dbpedia.org/resource/Skechers
Skee08	NIL719
Skepta	http://dbpedia.org/resource/Skepta
Skeptical_G	NIL241
Sketchers	http://dbpedia.org/resource/Skechers
Skinny_49	NIL720
Skins	http://dbpedia.org/resource/Skins_(UK_TV_series)
Skins	http://dbpedia.org/resource/Washington_Redskins
Skream	http://dbpedia.org/resource/Skream
Sky	NIL101
Sky	http://dbpedia.org/resource/BSkyB
Sky News	http://dbpedia.org/resource/Sky_News
Sky Sports	http://dbpedia.org/resource/Sky_Sports
Sky news	http://dbpedia.org/resource/Sky_News
SkyNews	http://dbpedia.org/resource/Sky_News
SkyNewsBreak	NIL1009
SkyNewsBreak	NIL311
SkyNewsBreak	http://dbpedia.org/resource/Sky_News
SkySportsNews	http://dbpedia.org/resource/Sky_Sports_News
SkySportsPeteO	NIL721
Skysports.com	http://dbpedia.org/resource/Sky_Sports
Slipknot	http://dbpedia.org/resource/Slipknot_(band)
Slug and Lettuce	http://dbpedia.org/resource/Slug_and_Lettuce
Smaalenene	http://dbpedia.org/resource/Smaalenenes_Avis
Smackdown	http://dbpedia.org/resource/WWE_SmackDown
SmashedGrowler	NIL51
SmashedGrowler	NIL722
Smith	http://dbpedia.org/resource/DeMaurice_Smith
Smith	http://dbpedia.org/resource/Tom_Smith_(cricketer_born_1985)
Smithdown Road	http://dbpedia.org/resource/Smithdown_Road,_Liverpool
Smoke Shack	NIL59
Snapchat	http://dbpedia.org/resource/Snapchat
Sneijder	http://dbpedia.org/resource/Wesley_Sneijder
Snohomish County	http://dbpedia.org/resource/Snohomish_County,_Washington
Snow White	http://dbpedia.org/resource/Snow_White
So Cal	http://dbpedia.org/resource/Southern_California
Sokoto	http://dbpedia.org/resource/Sokoto
Sol Saks	http://dbpedia.org/resource/Sol_Saks
Solange	http://dbpedia.org/resource/Solange_Knowles
Soldado	http://dbpedia.org/resource/Roberto_Soldado
Somali	http://dbpedia.org/resource/Somali_people
Somalia	http://dbpedia.org/resource/Somalia
Somalians	http://dbpedia.org/resource/Somali_people
Sony	http://dbpedia.org/resource/Sony
Sony Alpha DSLR	http://dbpedia.org/resource/Sony_Alpha_900
Sony Centre	http://dbpedia.org/resource/Sony_Centre
Sophie Balmer	NIL727
South Africa	http://dbpedia.org/resource/South_Africa
South Carolina	http://dbpedia.org/resource/South_Carolina
South Korean	http://dbpedia.org/resource/South_Korea
